"DEPREG","MUPREG","MESREG","AÑOREG","DIAOCU","MESOCU","DEPOCU","MUPOCU","EDADHOM","EDADMUJ","GETHOM","GETMUJ","NACHOM","NACMUJ","ESCHOM","ESCMUJ","OCUHOM","OCUMUJ","year","PPERHOM","PPERMUJ","CIUOHOM","CIUOMUJ","AÑOOCU"
1,"0111",10,2015,1,10,1,"0101",999,33,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","23",2015
19,"1903",3,2016,18,11,19,"1903",29,25,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","33",2015
17,"1704",12,2015,26,8,17,"1704",999,47,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","34",2015
1,"0101",1,2016,16,7,1,"0101",37,32,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","34",2015
1,"0101",3,2016,4,5,1,"0115",999,35,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","35",2015
1,"0101",12,2015,11,9,1,"0101",999,36,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","35",2015
19,"1907",12,2015,22,9,19,"1907",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
18,"1804",7,2015,27,5,18,"1804",36,33,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
17,"1701",8,2015,15,6,17,"1701",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
6,"0614",1,2016,19,11,6,"0614",37,27,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
1,"0101",11,2015,2,10,1,"0101",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","41",2015
1,"0101",10,2015,28,8,1,"0101",999,36,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","41",2015
1,"0101",10,2015,14,7,1,"0101",999,35,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
1,"0101",4,2015,10,2,1,"0101",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","41",2015
4,"0415",11,2015,25,8,1,"0101",999,51,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","41",2015
21,"2101",12,2015,16,10,21,"2101",36,32,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","43",2015
21,"2101",9,2015,25,6,21,"2101",33,33,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","43",2015
1,"0114",1,2016,22,10,1,"0114",28,27,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","43",2015
9,"0901",6,2015,20,4,9,"0903",999,46,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","52",2015
1,"0101",1,2016,29,9,1,"0101",999,27,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","52",2015
5,"0512",5,2015,20,4,1,"0101",999,46,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","52",2015
21,"2101",4,2015,17,3,21,"2101",31,26,NA,NA,222,320,9,4,NA,NA,2015,9,4,"98","98",2015
20,"2008",3,2015,19,1,20,"2008",29,21,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
19,"1901",8,2015,30,6,19,"1901",32,29,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
16,"1603",1,2016,19,11,16,"1603",51,40,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
10,"1013",5,2015,6,4,10,"1010",32,25,NA,NA,320,320,9,4,NA,NA,2015,1,1,"98","98",2015
10,"1001",5,2015,7,5,10,"1001",30,24,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
9,"0920",9,2015,7,8,9,"0920",999,33,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","98",2015
9,"0920",2,2016,6,3,9,"0920",999,19,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","98",2015
9,"0920",9,2015,25,2,9,"0920",25,22,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
9,"0901",10,2015,27,7,9,"0902",34,25,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
1,"0101",11,2015,2,3,1,"0115",999,25,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,20,3,1,"0115",27,24,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","98",2015
1,"0101",2,2016,10,11,1,"0101",999,38,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,20,4,1,"0101",26,23,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","98",2015
1,"0101",6,2015,16,4,1,"0101",999,42,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","98",2015
1,"0101",1,2016,22,4,1,"0115",25,22,NA,NA,862,320,9,4,NA,NA,2015,9,9,"98","98",2015
12,"1213",10,2015,6,10,12,"1213",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","99",2015
12,"1212",11,2015,28,9,12,"1212",27,25,NA,NA,320,320,9,3,NA,NA,2015,4,4,"98","51",2015
1,"0101",4,2015,20,1,1,"0101",999,28,NA,NA,320,320,9,3,NA,NA,2015,9,4,"98","52",2015
21,"2101",12,2015,14,10,21,"2101",26,24,NA,NA,320,320,9,3,NA,NA,2015,9,4,"98","98",2015
19,"1901",1,2016,26,11,19,"1901",35,24,NA,NA,320,320,9,3,NA,NA,2015,4,4,"98","98",2015
10,"1001",1,2016,22,10,10,"1001",33,33,NA,NA,320,320,9,3,NA,NA,2015,9,4,"98","98",2015
9,"0903",4,2016,12,8,9,"0903",25,24,NA,NA,320,320,9,3,NA,NA,2015,9,1,"98","98",2015
9,"0902",5,2015,20,3,9,"0902",35,30,NA,NA,320,320,9,3,NA,NA,2015,4,4,"98","98",2015
9,"0901",8,2015,23,3,9,"0901",23,21,NA,NA,320,320,9,3,NA,NA,2015,4,4,"98","98",2015
8,"0801",10,2015,10,9,8,"0801",22,21,NA,NA,320,320,9,3,NA,NA,2015,9,5,"98","98",2015
6,"0602",9,2015,23,7,6,"0602",37,35,NA,NA,320,320,9,3,NA,NA,2015,4,4,"98","98",2015
1,"0108",5,2015,19,1,1,"0108",999,999,NA,NA,320,320,9,3,NA,NA,2015,9,9,"98","98",2015
17,"1712",6,2016,22,12,1,"0108",999,29,NA,NA,320,320,9,3,NA,NA,2015,9,9,"98","98",2015
1,"0101",2,2016,5,11,1,"0101",999,999,NA,NA,320,320,9,3,NA,NA,2015,9,4,"98","98",2015
1,"0101",9,2015,26,6,1,"0101",999,43,NA,NA,320,320,9,2,NA,NA,2015,9,4,"98","53",2015
13,"1301",8,2015,8,4,13,"1301",999,54,NA,NA,320,320,9,2,NA,NA,2015,9,4,"98","75",2015
17,"1703",10,2015,14,9,17,"1703",39,35,NA,NA,320,320,9,2,NA,NA,2015,4,4,"98","98",2015
5,"0509",3,2016,5,11,5,"0509",999,30,NA,NA,320,320,9,2,NA,NA,2015,9,4,"98","98",2015
1,"0101",3,2016,9,10,1,"0101",999,42,NA,NA,320,320,9,2,NA,NA,2015,9,4,"98","98",2015
1,"0101",12,2015,27,7,1,"0101",999,35,NA,NA,320,320,9,2,NA,NA,2015,9,4,"98","98",2015
1,"0101",5,2015,17,2,1,"0101",29,24,NA,NA,320,320,9,2,NA,NA,2015,4,4,"98","98",2015
21,"2101",7,2015,22,6,21,"2101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
14,"1413",8,2015,19,6,14,"1413",39,24,NA,NA,320,320,9,1,NA,NA,2015,1,1,"98","98",2015
13,"1312",7,2015,9,2,13,"1312",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
12,"1220",6,2015,4,6,12,"1220",30,29,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
12,"1201",12,2015,19,10,12,"1204",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
11,"1105",4,2015,23,2,11,"1104",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
11,"1106",8,2015,26,6,11,"1101",35,33,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
10,"1001",11,2015,15,7,10,"1001",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
9,"0901",6,2015,13,5,9,"0901",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
6,"0601",11,2015,14,10,6,"0601",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
2,"0204",6,2015,29,4,2,"0204",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,18,3,1,"0115",32,29,NA,NA,320,320,9,1,NA,NA,2015,4,1,"98","98",2015
1,"0115",8,2015,16,4,1,"0115",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0114",8,2015,9,7,1,"0114",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0114",5,2015,30,3,1,"0114",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
5,"0509",1,2016,9,12,1,"0114",25,22,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,9,4,1,"0108",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
5,"0501",7,2015,7,4,1,"0108",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0102",2,2016,2,9,1,"0102",999,31,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",12,2015,8,12,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,27,8,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",11,2015,20,8,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",11,2015,18,8,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,24,8,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,31,7,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,30,7,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2016,23,7,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2016,16,7,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,2,7,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,27,5,1,"0101",999,42,NA,NA,320,1026,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,14,5,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,13,4,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",10,2015,7,4,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,10,3,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",1,2016,17,3,1,"0101",999,999,NA,NA,320,222,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,13,1,1,"0101",999,999,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0106",7,2015,5,5,1,"0101",999,39,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","98",2015
1,"0113",4,2015,12,3,1,"0113",999,999,NA,NA,840,320,9,1,NA,NA,2015,9,9,"98","98",2015
18,"1801",8,2015,8,7,18,"1801",999,59,NA,NA,320,320,9,1,NA,NA,2015,9,9,"98","99",2015
1,"0116",3,2016,3,12,12,"1213",999,999,NA,NA,320,320,9,1,NA,NA,2015,4,4,"98","99",2015
1,"0101",5,2015,13,3,3,"0302",40,999,NA,NA,320,320,9,1,NA,NA,2015,4,9,"98","99",2015
1,"0101",10,2015,23,4,1,"0101",999,999,NA,NA,320,320,1,9,NA,NA,2015,9,9,"96","98",2015
1,"0111",8,2015,16,7,1,"0101",40,36,NA,NA,320,320,2,4,NA,NA,2015,4,4,"96","35",2015
1,"0101",12,2015,9,11,1,"0101",28,25,NA,NA,320,320,2,4,NA,NA,2015,4,4,"96","51",2015
1,"0101",10,2015,21,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"96","98",2015
1,"0101",5,2015,27,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"96","98",2015
1,"0116",6,2015,4,5,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"96","98",2015
16,"1601",11,2015,31,8,16,"1601",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"93","98",2015
9,"0901",1,2016,4,12,9,"0901",38,999,NA,NA,320,320,2,9,NA,NA,2015,1,9,"93","98",2015
1,"0115",6,2015,7,4,1,"0115",47,35,NA,NA,320,320,2,3,NA,NA,2015,4,4,"93","81",2015
8,"0802",4,2016,22,12,8,"0802",22,22,NA,NA,320,320,3,3,NA,NA,2015,4,1,"93","98",2015
2,"0201",12,2015,5,8,2,"0201",34,30,NA,NA,320,320,3,3,NA,NA,2015,4,4,"93","98",2015
1,"0101",11,2015,10,9,1,"0101",28,24,NA,NA,320,320,3,3,NA,NA,2015,4,4,"93","98",2015
11,"1109",8,2015,16,7,11,"1109",24,28,NA,NA,320,320,3,2,NA,NA,2015,4,1,"93","98",2015
1,"0101",4,2016,23,4,1,"0108",34,28,NA,NA,320,320,4,3,NA,NA,2015,4,4,"93","98",2015
18,"1801",3,2015,24,2,18,"1801",35,27,NA,NA,320,320,9,9,NA,NA,2015,4,4,"93","98",2015
9,"0901",4,2015,4,2,9,"0901",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"93","98",2015
1,"0101",3,2016,10,7,1,"0113",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"93","98",2015
9,"0920",9,2015,10,8,9,"0920",31,35,NA,NA,9999,9999,9,9,NA,NA,2015,4,4,"93","98",2015
1,"0101",10,2015,20,7,1,"0115",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"93","99",2015
1,"0101",5,2016,20,11,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"93","99",2015
1,"0101",3,2016,16,10,1,"0115",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"93","32",2015
9,"0901",2,2016,21,10,9,"0901",999,24,NA,NA,320,320,9,2,NA,NA,2015,9,4,"93","98",2015
7,"0701",4,2016,7,12,7,"0704",999,999,NA,NA,320,320,1,9,NA,NA,2015,1,1,"92","98",2015
11,"1101",7,2015,13,5,7,"0704",999,999,NA,NA,320,320,1,9,NA,NA,2015,9,1,"92","98",2015
6,"0601",6,2015,28,4,6,"0601",999,999,NA,NA,320,320,1,9,NA,NA,2015,9,9,"92","98",2015
20,"2001",1,2016,4,9,20,"2001",999,999,NA,NA,320,320,1,9,NA,NA,2015,9,9,"92","99",2015
5,"0505",12,2015,21,10,5,"0501",27,18,NA,NA,320,320,1,2,NA,NA,2015,4,4,"92","98",2015
8,"0801",8,2015,19,3,4,"0406",24,22,NA,NA,320,320,1,2,NA,NA,2015,1,1,"92","98",2015
22,"2214",8,2015,3,8,22,"2214",999,999,NA,NA,320,320,1,1,NA,NA,2015,4,4,"92","98",2015
20,"2005",7,2015,11,3,20,"2004",999,999,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
19,"1902",3,2015,19,1,19,"1902",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
16,"1610",4,2015,27,2,16,"1610",43,41,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
16,"1609",7,2015,25,5,16,"1601",41,39,NA,NA,320,320,1,1,NA,NA,2015,1,9,"92","98",2015
15,"1501",3,2015,17,2,15,"1501",999,999,NA,NA,320,320,1,1,NA,NA,2015,4,4,"92","98",2015
16,"1610",9,2015,7,7,15,"1501",44,42,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
14,"1413",10,2015,29,7,14,"1413",27,27,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
14,"1406",11,2015,17,8,14,"1406",41,43,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
14,"1401",5,2016,25,6,14,"1404",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
14,"1404",7,2015,25,6,14,"1404",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
13,"1316",9,2015,25,8,13,"1316",44,43,NA,NA,320,320,1,1,NA,NA,2015,9,1,"92","98",2015
12,"1215",3,2015,10,2,12,"1215",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
11,"1109",12,2015,18,9,11,"1109",29,31,NA,NA,320,320,1,1,NA,NA,2015,4,1,"92","98",2015
10,"1009",9,2015,21,8,10,"1019",24,26,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
9,"0920",2,2016,10,12,9,"0920",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
12,"1220",9,2015,17,8,9,"0920",999,999,NA,NA,320,320,1,1,NA,NA,2015,9,9,"92","98",2015
9,"0901",6,2015,17,3,9,"0901",22,21,NA,NA,320,320,1,1,NA,NA,2015,1,1,"92","98",2015
5,"0502",8,2015,19,3,5,"0504",23,21,NA,NA,320,320,1,1,NA,NA,2015,4,4,"92","98",2015
1,"0101",10,2015,6,4,17,"1701",999,999,NA,NA,9999,9999,1,1,NA,NA,2015,9,9,"92","98",2015
20,"2004",12,2015,19,10,20,"2004",41,999,NA,NA,320,320,2,9,NA,NA,2015,4,9,"92","98",2015
7,"0704",5,2015,4,3,7,"0704",23,16,NA,NA,320,320,2,9,NA,NA,2015,1,1,"92","98",2015
1,"0101",6,2015,20,4,10,"1015",26,34,NA,NA,320,320,2,5,NA,NA,2015,4,4,"92","98",2015
16,"1601",4,2016,5,10,16,"1601",49,44,NA,NA,320,320,2,4,NA,NA,2015,1,4,"92","32",2015
9,"0920",1,2016,16,12,9,"0920",35,34,NA,NA,320,320,2,4,NA,NA,2015,4,4,"92","41",2015
18,"1801",3,2015,6,3,18,"1802",30,26,NA,NA,320,320,2,3,NA,NA,2015,4,4,"92","98",2015
16,"1604",8,2015,27,3,16,"1604",21,19,NA,NA,320,320,2,3,NA,NA,2015,1,1,"92","98",2015
15,"1501",7,2015,1,7,15,"1501",26,22,NA,NA,320,320,2,3,NA,NA,2015,4,4,"92","98",2015
9,"0920",5,2015,2,3,9,"0920",24,23,NA,NA,320,320,2,3,NA,NA,2015,4,4,"92","98",2015
4,"0415",6,2015,19,5,4,"0405",21,16,NA,NA,320,320,2,3,NA,NA,2015,4,1,"92","98",2015
9,"0901",5,2016,4,5,9,"0901",60,56,NA,NA,320,320,2,2,NA,NA,2015,1,4,"92","52",2015
9,"0914",1,2016,15,12,9,"0914",55,52,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","75",2015
9,"0914",3,2016,10,11,9,"0914",44,43,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","75",2015
21,"2101",6,2015,13,5,21,"2103",30,27,NA,NA,320,320,2,2,NA,NA,2015,5,1,"92","98",2015
10,"1010",6,2015,16,4,10,"1010",65,52,NA,NA,320,320,2,2,NA,NA,2015,4,4,"92","98",2015
9,"0922",10,2015,9,6,9,"0922",33,32,NA,NA,320,320,2,2,NA,NA,2015,4,4,"92","98",2015
9,"0919",11,2015,3,8,9,"0919",19,20,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","98",2015
9,"0914",11,2015,5,10,9,"0914",48,41,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","98",2015
9,"0903",3,2015,22,1,9,"0903",34,30,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","98",2015
7,"0701",2,2016,13,11,7,"0701",24,22,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","98",2015
6,"0601",3,2015,12,2,6,"0609",28,24,NA,NA,320,320,2,2,NA,NA,2015,4,4,"92","98",2015
6,"0601",5,2015,21,1,6,"0601",24,20,NA,NA,320,320,2,2,NA,NA,2015,4,4,"92","98",2015
3,"0301",6,2015,29,4,3,"0316",43,999,NA,NA,320,320,2,2,NA,NA,2015,1,1,"92","98",2015
16,"1602",5,2015,21,1,16,"1602",57,53,NA,NA,320,320,2,1,NA,NA,2015,1,4,"92","92",2015
16,"1616",4,2016,8,5,16,"1616",31,20,NA,NA,320,320,2,1,NA,NA,2015,1,1,"92","98",2015
10,"1001",10,2015,25,9,10,"1010",43,40,NA,NA,320,320,2,1,NA,NA,2015,1,1,"92","98",2015
9,"0919",10,2015,27,7,9,"0919",42,38,NA,NA,320,320,2,1,NA,NA,2015,9,4,"92","98",2015
7,"0701",1,2015,15,1,7,"0713",41,999,NA,NA,320,320,2,1,NA,NA,2015,1,9,"92","98",2015
6,"0614",1,2016,15,10,6,"0614",39,32,NA,NA,320,320,2,1,NA,NA,2015,4,4,"92","98",2015
6,"0602",3,2016,29,5,6,"0602",46,46,NA,NA,320,320,2,1,NA,NA,2015,4,4,"92","98",2015
18,"1801",11,2015,5,8,18,"1801",47,50,NA,NA,320,320,2,1,NA,NA,2015,4,4,"92","99",2015
6,"0603",4,2016,18,9,6,"0603",29,17,NA,NA,320,320,3,9,NA,NA,2015,4,4,"92","98",2015
1,"0101",4,2016,3,12,4,"0407",28,29,NA,NA,320,320,3,3,NA,NA,2015,1,1,"92","98",2015
10,"1008",5,2015,13,4,10,"1008",27,22,NA,NA,320,320,3,2,NA,NA,2015,1,1,"92","98",2015
7,"0719",8,2015,30,3,7,"0719",26,22,NA,NA,320,320,3,2,NA,NA,2015,1,1,"92","98",2015
5,"0510",1,2016,23,10,5,"0510",31,999,NA,NA,320,320,4,9,NA,NA,2015,4,9,"92","98",2015
5,"0509",6,2015,4,2,5,"0509",41,24,NA,NA,320,320,4,2,NA,NA,2015,4,4,"92","98",2015
9,"0901",2,2016,25,11,9,"0901",41,38,NA,NA,320,320,5,5,NA,NA,2015,1,4,"92","98",2015
1,"0101",10,2015,10,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","43",2015
22,"2212",7,2015,23,6,22,"2212",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
22,"2211",3,2015,6,2,22,"2211",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
22,"2201",7,2015,25,5,22,"2201",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
22,"2201",6,2015,11,5,22,"2201",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",9,2015,24,7,21,"2103",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",4,2015,9,3,21,"2103",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2103",8,2015,27,5,21,"2103",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",1,2016,8,12,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",1,2016,7,10,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",8,2015,13,7,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",7,2015,15,6,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",7,2015,18,5,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",6,2015,17,4,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",4,2015,11,3,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
21,"2101",3,2015,19,1,21,"2101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
20,"2010",8,2015,19,5,20,"2010",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
19,"1903",2,2016,26,11,19,"1903",999,999,NA,NA,320,320,9,9,NA,NA,2015,4,4,"92","98",2015
18,"1801",6,2015,30,1,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
16,"1603",8,2015,10,3,16,"1605",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
14,"1413",10,2015,5,8,14,"1413",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
14,"1413",6,2015,22,1,14,"1413",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
12,"1213",4,2015,20,2,12,"1213",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
12,"1211",8,2015,22,5,12,"1211",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
11,"1107",10,2015,8,9,11,"1107",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0920",10,2015,1,7,9,"0920",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0920",8,2015,18,6,9,"0920",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0920",9,2015,24,6,9,"0920",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0920",10,2015,1,6,9,"0920",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0920",4,2015,19,1,9,"0920",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
9,"0908",5,2016,6,11,9,"0908",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
7,"0701",11,2015,7,8,7,"0709",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
7,"0709",10,2015,7,8,7,"0709",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
7,"0701",4,2016,1,12,7,"0708",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
7,"0701",8,2015,1,7,7,"0707",29,31,NA,NA,320,320,9,9,NA,NA,2015,1,1,"92","98",2015
7,"0701",11,2015,26,8,7,"0701",999,999,NA,NA,320,320,9,9,NA,NA,2015,1,1,"92","98",2015
6,"0611",12,2015,27,10,6,"0611",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
6,"0608",2,2015,5,2,6,"0608",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
6,"0602",12,2015,23,11,6,"0602",999,37,NA,NA,320,320,9,9,NA,NA,2015,9,4,"92","98",2015
5,"0509",2,2015,16,1,5,"0509",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
5,"0502",4,2016,9,12,5,"0504",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
5,"0502",3,2016,15,6,5,"0502",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
4,"0401",12,2015,9,10,4,"0411",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
1,"0101",4,2015,12,2,1,"0116",45,50,NA,NA,320,320,9,9,NA,NA,2015,4,4,"92","98",2015
1,"0114",12,2015,10,11,1,"0114",32,24,NA,NA,320,320,9,9,NA,NA,2015,9,9,"92","98",2015
